Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK
1637,AarA3n MartAn,es ESP,DF,Genoa,it Serie A,27,1997,36,35,3085,34.3,0,8,8,0,0,0,5,0,0.9,0.9,5.5,6.4,50,90,108,0.23,0.19,16,4,25,0.47,0.12,0,0,23.6,5
1638,Carlos MartAn,es ESP,"FW,MF",Alaves,es La Liga,22,2002,26,16,1333,14.8,2,2,4,2,0,0,3,0,2.3,2.3,2.7,5,13,21,67,0.27,0.34,26,12,46.2,1.76,0.81,0.08,0.17,17,0
1640,Gerard MartAn,es ESP,DF,Barcelona,es La Liga,22,2002,28,11,1038,11.5,1,3,4,1,0,0,2,0,0.5,0.5,1.1,1.6,10,40,122,0.35,0.14,7,2,28.6,0.61,0.17,0.14,0.5,16.6,0
1641,IvAn MartAn,es ESP,MF,Girona,es La Liga,25,1999,32,24,2039,22.7,1,1,2,1,0,0,1,0,1.8,1.8,1.9,3.6,57,131,76,0.09,0.16,11,3,27.3,0.49,0.13,0.09,0.33,19.1,0
1642,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,18,2006,13,6,904,10,0,1,1,0,0,0,2,0,0.6,0.6,0.2,0.8,4,34,0,0.1,0.08,9,1,11.1,0.9,0.1,0,0,10.2,0
1643,Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,34,1990,17,5,496,5.5,1,0,1,1,0,0,2,0,0.4,0.4,0.3,0.7,8,21,9,0.18,0.14,3,1,33.3,0.54,0.18,0.33,1,8.7,0
1644,Mario MartAn,es ESP,MF,Valladolid,es La Liga,20,2004,30,20,1748,19.4,0,1,1,0,0,0,8,3,1.8,1.8,1.4,3.2,18,66,22,0.05,0.16,28,13,46.4,1.44,0.67,0,0,21.4,0
1645,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,23,2001,33,25,2290,25.4,8,4,12,8,0,0,1,0,7.4,7.4,5,12.4,124,52,289,0.47,0.49,55,24,43.6,2.16,0.94,0.15,0.33,12.9,0
1646,Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,21,2003,32,30,2624,29.2,2,2,4,2,0,0,3,0,1.2,1.2,2.2,3.5,41,162,102,0.14,0.12,19,6,31.6,0.65,0.21,0.11,0.33,15.4,0
1648,IAigo MartAnez,es ESP,DF,Barcelona,es La Liga,33,1991,28,28,2490,27.7,0,4,4,0,0,0,5,0,0.5,0.5,2.6,3.1,70,260,11,0.14,0.11,13,2,15.4,0.47,0.07,0,0,13.5,0
1651,Lautaro MartAnez,ar ARG,FW,Inter,it Serie A,26,1997,30,30,2474,27.5,12,3,15,12,0,0,1,0,13.5,13.5,4.3,17.8,34,68,197,0.55,0.62,99,33,33.3,3.6,1.2,0.12,0.36,13.8,0
1652,Lisandro MartAnez,ar ARG,DF,Manchester Utd,eng Premier League,26,1998,20,20,1751,19.5,2,1,3,2,0,0,7,0,1.3,1.3,1.1,2.4,23,117,7,0.15,0.13,17,6,35.3,0.87,0.31,0.12,0.33,15.9,0
1653,Lucas MartAnez Quarta,ar ARG,DF,Fiorentina,it Serie A,28,1996,8,4,351,3.9,1,0,1,1,0,0,1,0,0.7,0.7,0,0.7,3,14,2,0.26,0.19,3,1,33.3,0.77,0.26,0.33,1,12.7,0
1654,RamA3n MartAnez,es ESP,DF,Sevilla,es La Liga,21,2002,5,2,261,2.9,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.4,1,5,2,0.34,0.14,4,3,75,1.38,1.03,0.25,0.33,11.8,0
1655,Toni MartAnez,es ESP,FW,Alaves,es La Liga,27,1997,28,9,1012,11.2,4,0,4,4,0,0,1,0,3.6,3.6,0.6,4.2,13,11,57,0.36,0.37,46,15,32.6,4.09,1.33,0.09,0.27,17.1,0
1658,Adam MaruAiA,me MNE,DF,Lazio,it Serie A,31,1992,35,26,2337,26,4,0,4,4,0,0,1,0,2,2,0.6,2.6,23,84,108,0.15,0.1,23,10,43.5,0.89,0.39,0.17,0.4,15.4,0
1660,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,31,1993,32,21,1992,22.1,1,0,1,1,0,0,5,1,0.5,0.5,0.2,0.7,10,75,12,0.05,0.03,9,2,22.2,0.41,0.09,0.11,0.5,16.8,0
1661,Adam Masina,ma MAR,DF,Torino,it Serie A,30,1994,28,20,1919,21.3,1,2,3,1,0,0,5,0,0.7,0.7,0.3,1,15,73,10,0.14,0.05,8,2,25,0.38,0.09,0.13,0.5,14.6,0
1662,Patrizio Masini,it ITA,MF,Genoa,it Serie A,23,2001,26,16,1538,17.1,1,0,1,1,0,0,3,0,0.4,0.4,0.2,0.6,16,44,27,0.06,0.04,8,1,12.5,0.47,0.06,0.13,1,15.5,0
1663,Giorgos Masouras,gr GRE,"FW,MF",Bochum,de Bundesliga,30,1994,14,12,1055,11.7,2,1,3,2,0,0,1,0,3.9,3.9,1.1,5,26,19,82,0.26,0.43,30,15,50,2.56,1.28,0.07,0.13,14.5,1
1664,Erhan MaAoviA,rs SRB,DF,Bochum,de Bundesliga,25,1998,16,10,910,10.1,1,1,2,1,0,0,2,0,0.6,0.6,0.9,1.5,1,35,4,0.2,0.15,7,4,57.1,0.69,0.4,0.14,0.25,11,0
1665,Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,23,2001,17,11,1046,11.6,0,0,0,0,0,0,5,0,0.4,0.4,0.4,0.8,13,28,13,0,0.07,6,3,50,0.52,0.26,0,0,17.6,0
1667,Jaime Mata,es ESP,"FW,MF",Las Palmas,es La Liga,35,1988,30,4,656,7.3,0,0,0,0,0,0,9,0,2.6,2.6,0.1,2.8,6,10,48,0,0.38,17,6,35.3,2.33,0.82,0,0,11.3,0
1668,Igor Matanovic,hr CRO,FW,Eint Frankfurt,de Bundesliga,21,2003,16,2,312,3.5,1,0,1,1,0,0,0,0,1.1,1.1,0,1.2,2,6,19,0.29,0.34,12,4,33.3,3.46,1.15,0.08,0.25,14.1,0
1669,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,21,2002,36,22,1913,21.3,3,2,5,3,0,0,6,0,3.7,3.7,1.6,5.3,33,88,53,0.24,0.25,34,13,38.2,1.6,0.61,0.09,0.23,20.9,0
1671,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,27,1997,37,33,2648,29.4,14,2,16,12,2,2,2,0,13.5,11.9,3.2,15.1,45,52,122,0.48,0.57,68,29,42.6,2.31,0.99,0.18,0.41,15.6,0
1672,Nemanja MatiA,rs SRB,MF,Lyon,fr Ligue 1,35,1988,29,25,2010,22.3,0,1,1,0,0,0,1,0,0.1,0.1,1.3,1.3,35,150,15,0.04,0.06,2,1,50,0.09,0.04,0,0,14.3,0
1674,Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,22,2002,30,28,2551,28.3,1,1,2,1,0,0,4,0,1.8,1.8,0.3,2.1,14,84,13,0.07,0.07,14,2,14.3,0.49,0.07,0.07,0.5,10.2,0
1675,Jean MattAo Bahoya,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,19,2005,24,10,921,10.2,2,3,5,2,0,0,3,0,1.9,1.9,1.7,3.6,24,28,93,0.49,0.35,10,3,30,0.98,0.29,0.2,0.67,17.1,0
1676,Alan Matturro,uy URU,DF,Genoa,it Serie A,19,2004,13,9,900,10,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,12,15,9,0,0.04,4,3,75,0.4,0.3,0,0,15.2,0
1677,Azor Matusiwa,nl NED,MF,Rennes,fr Ligue 1,26,1998,29,23,2078,23.1,1,3,4,1,0,0,3,0,1.2,1.2,1.8,3.1,19,134,26,0.17,0.13,11,2,18.2,0.48,0.09,0.09,0.5,20,0
1678,Neal Maupay,fr FRA,FW,Marseille,fr Ligue 1,27,1996,22,13,1042,11.6,4,4,8,4,0,0,3,1,4.1,4.1,2.2,6.3,12,37,81,0.69,0.54,19,10,52.6,1.64,0.86,0.21,0.4,10.6,0
1680,Stephy Mavididi,eng ENG,FW,Leicester City,eng Premier League,26,1998,30,16,1615,17.9,4,1,5,4,0,0,2,0,1.8,1.8,2.6,4.4,91,57,138,0.28,0.25,26,7,26.9,1.45,0.39,0.15,0.57,16.1,1
1681,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,26,1997,33,21,2045,22.7,0,0,0,0,0,0,6,1,1.5,1.5,0.5,2,17,61,2,0,0.09,18,5,27.8,0.79,0.22,0,0,14.8,0
1682,Christian Mawissa,fr FRA,DF,Monaco,fr Ligue 1,19,2005,22,17,1501,16.7,0,0,0,0,0,0,3,0,0.1,0.1,0,0.1,13,44,10,0,0.01,1,1,100,0.06,0.06,0,0,13.5,0
1683,Keke Maximilian Topp,de GER,"FW,MF",Werder Bremen,de Bundesliga,20,2004,19,1,252,2.8,2,2,4,2,0,0,1,0,1,1,2,3,10,9,27,1.43,1.08,7,4,57.1,2.5,1.43,0.29,0.5,12.9,0
1684,Borja Mayoral,es ESP,FW,Getafe,es La Liga,27,1997,24,7,1114,12.4,5,1,6,4,1,1,0,0,3.4,2.6,0.9,3.6,10,13,43,0.4,0.35,19,8,42.1,1.54,0.65,0.21,0.5,13.9,0
1685,Senny Mayulu,fr FRA,MF,Paris S-G,fr Ligue 1,18,2006,20,8,808,9,2,2,4,2,0,0,1,0,2.9,2.9,2.1,4.9,29,46,56,0.45,0.55,25,8,32,2.78,0.89,0.08,0.25,15.9,0
1686,Noussair Mazraoui,ma MAR,DF,Manchester Utd,eng Premier League,26,1997,37,34,2838,31.5,0,1,1,0,0,0,3,0,0.7,0.7,1.5,2.2,42,115,58,0.03,0.07,13,3,23.1,0.41,0.1,0,0,20.6,0
1688,Luca Mazzitelli,it ITA,MF,Como,it Serie A,28,1995,11,3,335,3.7,1,1,2,1,0,0,1,0,0.2,0.2,0.6,0.8,2,27,14,0.54,0.21,7,3,42.9,1.88,0.81,0.14,0.33,17.5,0
1689,Pasquale Mazzocchi,it ITA,"DF,FW",Napoli,it Serie A,29,1995,20,7,702,7.8,0,0,0,0,0,0,3,0,0.3,0.3,0.4,0.6,20,23,43,0,0.08,3,1,33.3,0.38,0.13,0,0,13.4,0
1690,Samuel Mbangula,be BEL,FW,Juventus,it Serie A,20,2004,23,7,709,7.9,3,3,6,3,0,0,1,0,0.6,0.6,1.4,2,25,17,44,0.76,0.25,9,5,55.6,1.14,0.63,0.33,0.6,18.7,0
1691,Ethan MbappA,fr FRA,"MF,FW",Lille,fr Ligue 1,17,2006,10,1,222,2.5,0,0,0,0,0,0,3,0,1.1,1.1,1.5,2.6,6,8,32,0,1.05,11,4,36.4,4.46,1.62,0,0,18.1,0
1692,Kylian MbappA,fr FRA,FW,Real Madrid,es La Liga,25,1998,34,34,2907,32.3,31,3,34,24,7,9,3,1,25.9,18.6,7.7,26.3,150,140,386,0.84,1.04,152,75,49.3,4.71,2.32,0.16,0.32,17.3,3
1693,Ibrahim Mbaye,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,16,2008,9,4,340,3.8,1,1,2,1,0,0,0,0,1.8,1.8,1.1,2.9,15,9,54,0.53,0.78,12,7,58.3,3.18,1.85,0.08,0.14,14.4,0
1694,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,24,1999,38,38,3414,37.9,20,7,27,15,5,6,3,0,12.3,7.5,8.3,15.9,130,141,351,0.58,0.54,79,34,43,2.08,0.9,0.19,0.44,17.9,6
1695,James Mcatee,eng ENG,"MF,FW",Manchester City,eng Premier League,21,2002,15,3,349,3.9,3,0,3,3,0,0,1,0,2.8,2.8,0.5,3.3,7,7,32,0.77,0.85,12,4,33.3,3.09,1.03,0.25,0.75,14.3,0
1696,Kasey McAteer,ie IRL,FW,Leicester City,eng Premier League,22,2001,18,9,852,9.5,1,1,2,1,0,0,3,0,1,1,0.7,1.7,19,14,71,0.21,0.18,13,7,53.8,1.37,0.74,0.08,0.14,16.4,0
1697,Oliver McBurnie,sct SCO,FW,Las Palmas,es La Liga,28,1996,34,20,1837,20.4,3,6,9,3,0,0,3,0,4.8,4.8,2.8,7.6,7,27,75,0.44,0.37,32,12,37.5,1.57,0.59,0.09,0.25,12.3,0
1699,John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,29,1994,34,27,2223,24.7,1,4,5,1,0,0,7,0,3.1,2.8,3.5,6.3,32,103,87,0.2,0.27,31,5,16.1,1.26,0.2,0.03,0.2,17,1
1701,Weston McKennie,us USA,"MF,DF",Juventus,it Serie A,25,1998,32,27,2310,25.7,2,4,6,2,0,0,3,0,2.9,2.9,3.6,6.5,28,101,153,0.23,0.25,22,8,36.4,0.86,0.31,0.09,0.25,12.6,0
1702,Mark McKenzie,us USA,DF,Toulouse,fr Ligue 1,25,1999,30,29,2496,27.7,1,1,2,1,0,0,1,1,1.4,1.4,0.5,1.9,10,97,5,0.07,0.07,8,2,25,0.29,0.07,0.13,0.5,11.2,0
1703,Dwight McNeil,eng ENG,"MF,FW",Everton,eng Premier League,24,1999,21,15,1371,15.2,4,6,10,4,0,0,1,0,1.1,1.1,5.2,6.3,38,69,80,0.66,0.41,25,10,40,1.64,0.66,0.16,0.4,21.9,0
1705,Scott McTominay,sct SCO,MF,Napoli,it Serie A,27,1996,34,33,2938,32.6,12,4,16,12,0,0,3,0,7.4,7.4,2.7,10.1,56,112,131,0.49,0.31,76,33,43.4,2.33,1.01,0.16,0.36,15.3,2
1706,Jakov MediA,hr CRO,DF,Bochum,de Bundesliga,25,1998,23,17,1603,17.8,1,0,1,1,0,0,2,0,0.9,0.9,0.2,1,2,27,3,0.06,0.06,14,3,21.4,0.79,0.17,0.07,0.33,14.6,0
1707,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,25,1999,29,29,2543,28.3,0,1,1,0,0,0,15,1,1.8,1.8,2,3.8,46,174,42,0.04,0.13,27,3,11.1,0.96,0.11,0,0,18.3,0
1710,Henrik Meister,dk DEN,FW,Rennes,fr Ligue 1,20,2003,4,0,63,0.7,1,0,1,1,0,0,0,0,0.1,0.1,0.3,0.3,2,1,4,1.43,0.45,2,1,50,2.86,1.43,0.5,1,17.4,0
1713,Mohamed MeitA,fr FRA,FW,Rennes,fr Ligue 1,16,2007,12,5,544,6,2,0,2,2,0,0,0,0,2.5,2.5,0.6,3.1,8,6,37,0.33,0.51,15,5,33.3,2.48,0.83,0.13,0.4,10.8,0
1715,Farid El Melali,dz ALG,FW,Angers,fr Ligue 1,27,1997,32,22,1893,21,2,3,5,2,0,0,1,0,3.6,3.6,3.1,6.7,62,43,113,0.24,0.32,46,14,30.4,2.19,0.67,0.04,0.14,21.9,7
1717,Arthur Melo,br BRA,MF,Girona,es La Liga,27,1996,15,10,941,10.5,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,24,70,17,0,0.04,6,1,16.7,0.57,0.1,0,0,26,1
1718,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,22,2002,24,19,1676,18.6,1,3,4,1,0,0,3,0,2.2,2.2,5,7.2,58,127,108,0.21,0.39,21,9,42.9,1.13,0.48,0.05,0.11,20.2,1
1719,Brais MAndez,es ESP,MF,Real Sociedad,es La Liga,27,1997,27,19,1531,17,3,2,5,3,0,0,4,0,3.5,3.5,2,5.5,32,91,86,0.29,0.33,28,9,32.1,1.65,0.53,0.11,0.33,18,4
1720,Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,20,2004,18,8,825,9.2,0,0,0,0,0,0,2,0,0.6,0.6,0.1,0.7,12,35,15,0,0.07,9,1,11.1,0.98,0.11,0,0,14.4,0
1724,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,26,1998,29,26,2280,25.3,0,1,1,0,0,0,2,0,0.2,0.2,2.6,2.8,52,93,101,0.04,0.11,4,1,25,0.16,0.04,0,0,21.9,0
1726,Mikel Merino,es ESP,"MF,FW",Arsenal,eng Premier League,28,1996,28,17,1586,17.6,7,2,9,7,0,0,4,1,5.9,5.9,2,7.9,11,69,94,0.51,0.45,38,13,34.2,2.16,0.74,0.18,0.54,10.7,0
1727,Quentin Merlin,fr FRA,DF,Marseille,fr Ligue 1,22,2002,27,21,1589,17.7,1,3,4,1,0,0,1,0,2.1,2.1,3,5,40,86,169,0.23,0.28,26,9,34.6,1.47,0.51,0.04,0.11,16.9,0
1730,Junior Messias,br BRA,"MF,FW",Genoa,it Serie A,33,1991,17,8,847,9.4,1,1,2,1,0,1,1,0,2.4,1.4,0.7,2.1,32,32,49,0.21,0.33,17,5,29.4,1.81,0.53,0.06,0.2,21,1
1731,Connor Metcalfe,au AUS,"MF,FW",St Pauli,de Bundesliga,24,1999,10,3,358,4,0,0,0,0,0,0,2,1,0.7,0.7,0.2,0.9,6,8,11,0,0.22,6,3,50,1.51,0.75,0,0,22.2,0
1733,Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,32,1991,30,21,1928,21.4,2,0,2,2,0,0,5,0,1.9,1.9,0.7,2.5,64,136,148,0.09,0.12,28,11,39.3,1.31,0.51,0.07,0.18,16.6,0
1735,Shumaira Mheuka,eng ENG,MF,Chelsea,eng Premier League,16,2007,1,0,1,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,5.06,1,1,100,90,90,0,0,7.2,0
1736,Lucas Michal,fr FRA,"FW,MF",Monaco,fr Ligue 1,19,2005,8,0,117,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.9,1.1,4,4,11,0,0.87,3,1,33.3,2.31,0.77,0,0,12.5,0
1738,Miguel,es ESP,FW,Leganes,es La Liga,24,1999,34,17,1724,19.2,1,3,4,0,1,2,3,0,4.9,3.3,1.4,4.8,14,16,90,0.16,0.33,33,14,42.4,1.72,0.73,0,0,15.5,0
1739,Valentin Mihaila,ro ROU,"FW,MF",Parma,it Serie A,24,2000,21,16,1288,14.3,0,3,3,0,0,0,2,0,2.4,2.4,1.2,3.6,25,41,72,0.21,0.25,31,11,35.5,2.17,0.77,0,0,22.1,5
1740,Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,23,2000,34,13,1449,16.1,11,6,17,8,3,4,2,0,10.3,7,4.3,11.4,37,54,140,0.87,0.91,52,22,42.3,3.23,1.37,0.15,0.36,14.1,0
1742,Nikola MilenkoviA,rs SRB,DF,Nottham Forest,eng Premier League,26,1997,37,37,3330,37,5,2,7,5,0,0,4,0,4,4,1.1,5.1,3,51,6,0.19,0.14,29,8,27.6,0.78,0.22,0.17,0.63,11.6,0
1743,Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,18,2006,14,1,313,3.5,1,0,1,1,0,0,0,0,0.5,0.5,0,0.6,2,17,8,0.29,0.16,3,2,66.7,0.86,0.58,0.33,0.5,14.6,0
1745,Ader MilitAo,br BRA,DF,Real Madrid,es La Liga,26,1998,12,11,938,10.4,1,1,2,1,0,0,2,0,0.6,0.6,0.5,1.1,7,46,1,0.19,0.11,10,3,30,0.96,0.29,0.1,0.33,17.3,0
1746,Luis Milla,es ESP,MF,Getafe,es La Liga,29,1994,33,32,2875,31.9,1,4,5,0,1,1,6,0,1.8,1,3.9,4.9,32,152,30,0.13,0.18,31,7,22.6,0.97,0.22,0,0,25.3,4
1747,Pere Milla,es ESP,"MF,FW",Espanyol,es La Liga,31,1992,20,1,456,5.1,3,0,3,3,0,0,3,0,1.5,1.5,0.3,1.8,9,13,27,0.59,0.35,11,5,45.5,2.17,0.99,0.27,0.6,15.7,1
1748,Enzo Millot,fr FRA,"MF,FW",Stuttgart,de Bundesliga,22,2002,29,22,1843,20.5,6,5,11,6,0,1,9,0,7.6,6.7,3.1,9.8,44,118,123,0.54,0.52,43,17,39.5,2.1,0.83,0.14,0.35,16.6,0
1750,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,27,1996,27,27,2283,25.4,2,0,2,2,0,0,2,0,1.6,1.6,0.3,1.9,16,181,5,0.08,0.08,7,5,71.4,0.28,0.2,0.29,0.4,6,0
1751,Yerry Mina,co COL,DF,Cagliari,it Serie A,29,1994,31,31,2569,28.5,1,0,1,1,0,0,6,1,2.3,2.3,0.3,2.6,17,76,9,0.04,0.09,26,8,30.8,0.91,0.28,0.04,0.13,11.2,0
1752,Takumi Minamino,jp JPN,"MF,FW",Monaco,fr Ligue 1,29,1995,31,27,2231,24.8,6,3,9,6,0,0,4,0,8.9,8.9,6.6,15.5,51,114,193,0.36,0.62,57,20,35.1,2.3,0.81,0.11,0.3,14.7,0
1753,Lucas Mincarelli,fr FRA,DF,Montpellier,fr Ligue 1,20,2004,10,8,715,7.9,1,0,1,1,0,0,0,0,0.6,0.6,0.3,0.9,15,25,16,0.13,0.11,7,2,28.6,0.88,0.25,0.14,0.5,15.3,0
1754,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,31,1993,14,12,1120,12.4,0,0,0,0,0,0,1,0,0.8,0.8,0.2,1,7,40,1,0,0.08,9,1,11.1,0.72,0.08,0,0,11.8,0
1755,Ascar Mingueza,es ESP,"MF,DF",Celta Vigo,es La Liga,25,1999,34,31,2729,30.3,4,6,10,4,0,0,6,1,1.5,1.5,5.6,7.1,69,200,194,0.33,0.23,33,10,30.3,1.09,0.33,0.12,0.4,23.3,8
1757,Yankuba Minteh,gm GAM,"FW,MF",Brighton,eng Premier League,20,2004,32,20,1838,20.4,6,4,10,6,0,0,6,0,4.1,4.1,5,9.1,90,48,201,0.49,0.44,34,16,47.1,1.66,0.78,0.18,0.38,13.8,0
1758,Bojan Miovski,mk MKD,FW,Girona,es La Liga,25,1999,17,12,869,9.7,2,1,3,2,0,0,0,0,2.7,2.7,0.2,2.9,4,4,33,0.31,0.3,14,4,28.6,1.45,0.41,0.14,0.5,12.3,0
1759,Rafa Mir,es ESP,"FW,MF",Valencia,es La Liga,27,1997,20,5,753,8.4,1,2,3,1,0,0,4,0,3,3,0.7,3.8,10,20,28,0.36,0.45,27,7,25.9,3.23,0.84,0.04,0.14,16.5,0
1760,Juan Miranda,es ESP,DF,Bologna,it Serie A,24,2000,31,25,2277,25.3,0,6,6,0,0,0,4,1,0.7,0.7,6.1,6.8,34,163,88,0.24,0.27,22,5,22.7,0.87,0.2,0,0,26.1,6
1761,Fabio Miretti,it ITA,"MF,FW",Genoa,it Serie A,20,2003,25,22,1677,18.6,3,3,6,3,0,0,2,0,3.1,3.1,2,5.1,33,54,100,0.32,0.27,24,6,25,1.29,0.32,0.13,0.5,17.4,1
1762,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,24,1999,37,37,3092,34.4,0,5,5,0,0,0,2,0,1.3,1.3,6.4,7.7,63,70,171,0.15,0.22,12,3,25,0.35,0.09,0,0,12.8,0
1763,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,eng Premier League,27,1997,36,28,2603,28.9,10,4,14,10,0,0,1,0,9.2,9.2,4.6,13.8,146,89,291,0.48,0.48,57,27,47.4,1.97,0.93,0.18,0.37,13.9,0
1764,Maximilian MittelstAdt,de GER,DF,Stuttgart,de Bundesliga,27,1997,31,28,2469,27.4,1,7,8,1,0,0,5,0,0.9,0.9,4.7,5.6,62,182,155,0.29,0.2,21,4,19,0.77,0.15,0.05,0.25,23.6,0
1765,Koji Miyoshi,jp JPN,"FW,MF",Bochum,de Bundesliga,27,1997,15,6,464,5.2,1,0,1,1,0,0,0,1,1.1,1.1,0.8,1.9,11,15,23,0.19,0.36,12,5,41.7,2.33,0.97,0.08,0.2,21.1,0
1766,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,35,1989,31,29,2328,25.9,1,4,5,1,0,0,4,0,1.5,1.5,2.7,4.2,72,199,93,0.19,0.16,23,2,8.7,0.89,0.08,0.04,0.5,21,0
1768,Rui Modesto,ao ANG,"DF,MF",Udinese,it Serie A,24,1999,20,4,608,6.8,0,1,1,0,0,0,1,0,0.5,0.5,0.8,1.3,16,22,43,0.15,0.19,3,2,66.7,0.44,0.3,0,0,17.4,0
1769,Luka ModriA,hr CRO,MF,Real Madrid,es La Liga,38,1985,35,17,1827,20.3,2,6,8,2,0,0,7,0,1.6,1.6,7,8.5,62,208,63,0.39,0.42,22,6,27.3,1.08,0.3,0.09,0.33,23.1,1
1771,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,25,1999,5,0,58,0.6,1,0,1,1,0,0,0,0,2.3,2.3,0,2.3,1,1,4,1.55,3.53,6,4,66.7,9.31,6.21,0.17,0.25,9.2,0
1772,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,26,1997,30,11,1252,13.9,5,0,5,5,0,0,3,0,5.5,5.5,0.4,5.9,11,20,50,0.36,0.43,43,16,37.2,3.09,1.15,0.12,0.31,13.7,2
1773,Johan Mojica,co COL,DF,Mallorca,es La Liga,31,1992,36,30,2755,30.6,1,2,3,1,0,0,5,0,0.9,0.9,4.1,5,66,130,142,0.1,0.16,17,3,17.6,0.56,0.1,0.06,0.33,24.2,4
1774,David Mokwa,fr FRA,"DF,FW",Hoffenheim,de Bundesliga,20,2004,2,0,22,0.2,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0,0,0,0,1.21,2,2,100,8.18,8.18,0,0,5.4,0
1775,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,es La Liga,20,2003,35,32,2714,30.2,6,1,7,6,0,0,5,0,5.6,5.6,3.3,8.9,97,116,179,0.23,0.3,68,24,35.3,2.25,0.8,0.09,0.25,19,0
1776,Nahuel Molina,ar ARG,DF,Atletico Madrid,es La Liga,26,1998,30,17,1590,17.7,0,3,3,0,0,0,1,0,0.8,0.8,1.5,2.3,35,61,96,0.17,0.13,9,1,11.1,0.51,0.06,0,0,19.4,0
1777,Florent Mollet,fr FRA,"MF,FW",Nantes,fr Ligue 1,32,1991,9,3,242,2.7,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.7,3,9,12,0,0.24,6,2,33.3,2.23,0.74,0,0,15.6,0
1778,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,26,1998,32,26,2099,23.3,0,0,0,0,0,0,8,0,1.6,1.6,3.7,5.3,25,107,51,0,0.23,21,9,42.9,0.9,0.39,0,0,17.9,0
1783,Alvaro Morata,es ESP,"FW,MF",Milan,it Serie A,31,1992,16,13,1099,12.2,5,0,5,5,0,0,5,0,3.9,3.9,0.8,4.7,18,26,63,0.41,0.39,27,10,37,2.21,0.82,0.19,0.5,11.3,0
1784,Morato,br BRA,DF,Nottham Forest,eng Premier League,23,2001,26,6,907,10.1,0,0,0,0,0,0,5,0,0.2,0.2,0,0.2,1,19,1,0,0.02,2,1,50,0.2,0.1,0,0,8.6,0
1785,Diego Moreira,pt POR,"DF,MF",Strasbourg,fr Ligue 1,19,2004,32,29,2568,28.5,2,7,9,2,0,0,4,1,2,2,7.3,9.3,99,87,245,0.32,0.33,25,8,32,0.88,0.28,0.08,0.25,16,1
1786,Alberto Moreno,es ESP,DF,Como,it Serie A,32,1992,24,21,1727,19.2,0,0,0,0,0,0,4,0,0.4,0.4,1.2,1.6,23,81,58,0,0.08,14,6,42.9,0.73,0.31,0,0,25.6,0
1788,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,32,1992,17,6,721,8,3,2,5,0,3,3,0,0,4.2,1.8,3.6,5.5,19,53,60,0.25,0.98,23,9,39.1,2.87,1.12,0,0,18.2,0
1791,Tete Morente,es ESP,"FW,MF",Lecce,it Serie A,27,1996,31,23,2021,22.5,3,2,5,3,0,0,5,0,2.9,2.9,1.6,4.5,48,102,144,0.22,0.2,41,13,31.7,1.83,0.58,0.07,0.23,20.8,0
